Rank,Release Group,Worldwide,Domestic,Foreign,Year,Domestic %,Foreign %
2750,The Vatican Tapes,13015764,1784763,11231001,2015,0.13712318385613015,0.8628768161438698
2751,In a Better World,13004504,1008098,11996406,2010,0.07751914259859508,0.922480857401405
2752,The Divorce,12991996,9081057,3910939,2003,0.6989731985754922,0.30102680142450783
2753,Pyaar Ka Punchnama 2,12983721,222856,12760865,2015,0.017164262848839713,0.9828357371511602
2754,The Wave,12975143,177404,12797739,2015,0.013672604610215086,0.9863273953897849
2755,I Saw the Devil,12966357,129210,12837147,2010,0.00996501947308716,0.9900349805269129
2756,Le Havre,12959706,611709,12347997,2011,0.04720083927829844,0.9527991607217016
2757,Loving,12957265,7751969,5205296,2016,0.5982720118790501,0.4017279881209499
2758,Child 44,12951093,1224330,11726763,2015,0.09453487825313277,0.9054651217468672
2759,Godzilla 2000,12924063,10037390,2886673,2000,0.7766435369434519,0.22335646305654808
2760,Gods and Generals,12923936,12882934,41002,2003,0.9968274370903725,0.0031725629096275316
2761,Take Point,12908032,112386,12795646,2018,0.008706671938836221,0.9912933280611638
2762,Mubarakan,12899968,758868,12141100,2017,0.05882712267193221,0.9411728773280678
2763,Formula 51,12881605,5204007,7677598,2001,0.4039874689528207,0.5960125310471793
2764,In the Mood for Love,12854953,2738980,10115973,2000,0.21306806800460493,0.7869319319953951
2765,Earth: One Amazing Day,12851540,81345,12770195,2017,0.006329591628707532,0.9936704083712925
2766,The Girl from Paris,12812396,183266,12629130,2001,0.014303803909901006,0.985696196090099
2767,Knockaround Guys,12806614,11715637,1090977,2002,0.9148114404010302,0.08518855959896972
2768,Aliens of the Deep,12770637,8968684,3801953,2005,0.7022894785906137,0.29771052140938625
2769,Suburbicon,12751667,5775178,6976489,2017,0.4528959233330042,0.5471040766669958
2770,Elle,12748594,2341534,10407060,2016,0.18366997960716294,0.8163300203928371
2771,Populaire,12698385,179091,12519294,2012,0.014103447013143797,0.9858965529868562
2772,The Past,12673462,1331747,11341715,2013,0.10508154756766541,0.8949184524323346
2773,"Remember Me, My Love",12671306,227986,12443320,2003,0.01799230481846149,0.9820076951815385
2774,Redemption,12671109,36895,12634214,2013,0.0029117419793326695,0.9970882580206674
2775,The Green Inferno,12666449,7192291,5474158,2015,0.5678222049447323,0.43217779505526766
2776,Chasing Papi,12661189,6130049,6531140,2003,0.4841606108241493,0.5158393891758507
2777,Winged Migration 2003 Re-release,12634963,10764402,1870561,2003,0.8519535830852849,0.14804641691471515
2778,Narc,12633747,10465659,2168088,2002,0.8283891548564333,0.17161084514356667
2779,Made in Dagenham,12629471,1095369,11534102,2010,0.08673118612806506,0.9132688138719349
2780,Luis and the Aliens,12627729,169710,12458019,2018,0.013439471182823135,0.9865605288171768
2781,Politics,12604224,1514558,11089666,2010,0.12016273274737103,0.879837267252629
2782,Their Finest,12597262,3603484,8993778,2017,0.2860529534116223,0.7139470465883777
2783,Maria Full of Grace,12594630,6529624,6065006,2004,0.5184450833410748,0.48155491665892525
2784,Gossip,12591270,5108820,7482450,2000,0.4057430267161295,0.5942569732838705
2785,People Like Us,12558931,12434778,124153,2012,0.9901143656255457,0.009885634374454322
2786,Breakin' All the Rules,12544254,12264319,279935,2004,0.9776842050551591,0.022315794944840883
2787,Apocalypse Now Redux 2001 Re-release,12543269,4626290,7916979,2001,0.36882649969477654,0.6311735003052235
2788,The Clearing,12520799,5763875,6756924,2004,0.46034402437096866,0.5396559756290313
2789,Sorority Boys,12517488,10200032,2317456,2002,0.8148625347194262,0.18513746528057387
2790,Seducing Doctor Lewis,12504038,9354342,3149696,2003,0.7481056919372766,0.2518943080627234
2791,Ready to Rumble,12452362,12394327,58035,2000,0.9953394384133709,0.004660561586629107
2792,The Promise,12448676,8224288,4224388,2017,0.6606556392021128,0.33934436079788727
2793,Can You Ever Forgive Me?,12442161,8803865,3638296,2018,0.707583272712835,0.292416727287165
2794,Nine Queens,12413888,1222889,11190999,2002,0.09850974972546876,0.9014902502745312
2795,Monsieur Ibrahim,12364836,2823890,9540946,2003,0.22838070800130306,0.7716192919986969
2796,Rampant,12359573,167937,12191636,2018,0.013587605332320138,0.9864123946676798
2797,Tall Tales from the Magical Garden of Antoon Krings 2018 Re-release,12353849,220,12353629,2018,1.7808215075317822e-05,0.9999821917849246
2798,Casshern,12353768,0,12353768,2004,0.0,1.0
2799,Say It Isn't So,12320393,5520393,6800000,2001,0.4480695542747703,0.5519304457252298
2800,Chasing Liberty,12313323,12195626,117697,2004,0.990441491707803,0.009558508292196996
2801,Abandon,12302219,10727683,1574536,2002,0.8720120329511286,0.12798796704887141
2802,Marrowbone,12294931,1377,12293554,2017,0.00011199737517843735,0.9998880026248216
2803,The Beatles: Eight Days a Week - The Touring Years,12283800,2930414,9353386,2016,0.23855924062586495,0.761440759374135
2804,The Current War: Director's Cut,12282385,5979540,6302845,2019,0.4868386718051909,0.5131613281948091
2805,The Man Who Knew Infinity,12252684,3866794,8385890,2016,0.3155875071943421,0.684412492805658
2806,Gainsbourg: A Heroic Life,12220456,233007,11987449,2010,0.0190669644406068,0.9809330355593932
2807,The Guillotines,12217440,5290,12212150,2012,0.0004329875980565487,0.9995670124019435
2808,I Married an Anti-Fan,12194083,89408,12104675,2016,0.007332080649278835,0.9926679193507212
2809,Koi... Mil Gaya,12168232,671372,11496860,2003,0.05517416170237385,0.9448258382976261
2810,Little Women,12165890,1379497,10786393,2018,0.11339055342436928,0.8866094465756307
2811,The Eye,12165016,512049,11652967,2002,0.04209192984209803,0.957908070157902
2812,My Big Fat Independent Movie,12155249,4655,12150594,2005,0.0003829621260740936,0.9996170378739259
2813,Dark Blue,12150301,9250301,2900000,2003,0.7613227853367583,0.23867721466324168
2814,Miss & Mrs. Cops,12147170,104578,12042592,2019,0.008609248080005466,0.9913907519199945
2815,Bachelorette,12128575,447954,11680621,2012,0.03693377004305947,0.9630662299569406
2816,Barney's Version,12104765,4439201,7665564,2011,0.3667316961543657,0.6332683038456344
2817,Stoker,12077441,1714221,10363220,2012,0.14193577927642123,0.8580642207235788
2818,Don't Move,12071007,337265,11733742,2004,0.027940088179884248,0.9720599118201158
2819,The Connection,12062441,190980,11871461,2014,0.01583261630046522,0.9841673836995348
2820,The Bookshop,12055868,1588150,10467718,2017,0.13173253058178805,0.868267469418212
2821,Three Burials,12045362,5027684,7017678,2005,0.41739584082238457,0.5826041591776154
2822,Tamara Drewe,12037973,560391,11477582,2010,0.04655194026436178,0.9534480597356382
2823,I Am Love,12014663,5005465,7009198,2010,0.4166130169443787,0.5833869830556213
2824,The Cookout,12009070,11814019,195051,2004,0.9837580262251782,0.016241973774821863
2825,A Most Violent Year,12007070,5749134,6257936,2014,0.47881239969451334,0.5211876003054867
2826,The Assassin,11991669,632542,11359127,2015,0.052748453947486375,0.9472515460525136
2827,This Must Be the Place,11928909,143979,11784930,2011,0.012069754241565594,0.9879302457584344
2828,The Polar Express 2005 IMAX Release,11910480,10900597,1009883,2005,0.9152105540666707,0.08478944593332931
2829,The Warring States,11868961,68961,11800000,2011,0.005810196865589161,0.9941898031344109
2830,Viceroy's House,11868221,1105717,10762504,2017,0.09316619567498785,0.9068338043250121
2831,Boy Erased,11853081,6788692,5064389,2018,0.5727364893566491,0.4272635106433509
2832,Layer Cake,11850214,2339957,9510257,2004,0.1974611597731484,0.8025388402268516
2833,Unstoppable,11845347,101417,11743930,2018,0.008561758469380424,0.9914382415306195
2834,What Women Want,11838177,123526,11714651,2011,0.010434545791974559,0.9895654542080254
2835,Last Letter,11834622,180946,11653676,2018,0.015289546214488303,0.9847104537855117
2836,The Rules of Attraction,11819244,6532619,5286625,2002,0.5527103933212649,0.44728960667873513
2837,Ash Is Purest White,11813509,422814,11390695,2018,0.03579072060638376,0.9642092793936162
2838,Chloe,11808880,3075255,8733625,2010,0.2604188542859272,0.7395811457140729
2839,Getaway,11806432,10501938,1304494,2013,0.8895098874918349,0.11049011250816504
2840,Ballon,11799591,34222,11765369,2018,0.002900270017833669,0.9970997299821663
2841,The Divine Fury,11799556,102982,11696574,2019,0.0087276165306559,0.9912723834693441
2842,Win Win,11789613,10179275,1610338,2011,0.8634104444310429,0.1365895555689572
2843,Toni Erdmann,11784207,1479387,10304820,2016,0.12553980085380373,0.8744601991461962
2844,The Interview,11782625,6105175,5677450,2014,0.5181506667656826,0.4818493332343175
2845,Millions,11782282,6584159,5198123,2005,0.5588186566914627,0.44118134330853737
2846,The Son's Room,11767402,1016340,10751062,2001,0.08636910679179652,0.9136308932082035
2847,C'est Si Bon,11750035,164167,11585868,2015,0.013971617956882681,0.9860283820431173
2848,Beyond Borders,11705002,4430101,7274901,2003,0.3784793031218619,0.621520696878138
2849,Seeking a Friend for the End of the World,11681781,7078738,4603043,2012,0.6059639364922181,0.3940360635077819
2850,Shopgirl,11675161,10284523,1390638,2005,0.8808891800292946,0.11911081997070533
2851,A Sound of Thunder,11665465,1900451,9765014,2005,0.16291257999573955,0.8370874200042604
2852,Back to Burgundy,11625884,257610,11368274,2017,0.02215831501501305,0.9778416849849869
2853,The Lunchbox 2013 Re-release,11621581,4235151,7386430,2013,0.36442124354681177,0.6355787564531883
2854,Delicacy,11597420,498584,11098836,2011,0.042990941088621434,0.9570090589113786
2855,The Order,11560806,7660806,3900000,2002,0.6626532786727846,0.33734672132721544
2856,The Legend of Drunken Master,11555430,11555430,0,2000,1.0,0.0
2857,Haute Cuisine,11509942,217883,11292059,2012,0.01892998244474212,0.9810700175552579
2858,Fists of Legend,11478881,134213,11344668,2013,0.011692167555356658,0.9883078324446434
2859,Trumbo,11430025,7857741,3572284,2015,0.6874649005579603,0.3125350994420397
2860,Seasons,11425100,150092,11275008,2016,0.013137040376014214,0.9868629596239857
2861,Fun Size,11417362,9409538,2007824,2012,0.8241429149745799,0.17585708502542005
2862,Suspect Zero,11416075,8725813,2690262,2004,0.7643444003302361,0.2356555996697639
2863,Bring The Soul: The Movie,11393886,4809800,6584086,2019,0.42213868034136903,0.577861319658631
2864,The King's Case Note,11383493,90959,11292534,2017,0.007990429651074587,0.9920095703489255
2865,King of Thieves,11353515,7518,11345997,2018,0.0006621737849467764,0.9993378262150532
2866,Bajirao Mastani,11350917,6557047,4793870,2015,0.577666720671114,0.4223332793288859
2867,The Apparition,11350665,4936819,6413846,2012,0.4349365433655209,0.5650634566344791
2868,Snow Flower and the Secret Fan,11348205,1348205,10000000,2011,0.11880337022463024,0.8811966297753697
2869,Connie and Carla,11341016,8085771,3255245,2004,0.7129670745548723,0.28703292544512765
2870,Kabhi Khushi Kabhie Gham...,11329690,2902000,8427690,2001,0.2561411653805179,0.7438588346194821
2871,"It's Not You, It's Me",11301956,1339911,9962045,2010,0.11855567301801564,0.8814443269819844
2872,Tomorrow,11277905,62510,11215395,2015,0.00554269609470908,0.994457303905291
2873,At Eternity's Gate,11242604,2294915,8947689,2018,0.2041266418349343,0.7958733581650657
2874,You Can Count on Me,11242521,9416804,1825717,2000,0.8376060849697323,0.16239391503026768
2875,Straw Dogs,11168712,10324441,844271,2010,0.9244074876315191,0.0755925123684808
2876,Ida,11156836,3827060,7329776,2013,0.343023774840824,0.656976225159176
2877,Shadow of the Vampire,11155214,8293784,2861430,2000,0.7434894570377583,0.2565105429622417
2878,Gloria Bell,11145006,5611123,5533883,2019,0.5034652291797779,0.49653477082022207
2879,Bicycling with Molière,11123929,59874,11064055,2013,0.0053824507509891515,0.9946175492490108
2880,We Are Your Friends,11122090,3591417,7530673,2015,0.32290846414657676,0.6770915358534232
2881,Conviction 2010 Re-release,11104555,6783129,4321426,2010,0.6108420373441349,0.3891579626558651
2882,The Warrior's Way,11103434,5666340,5437094,2010,0.510323202713683,0.489676797286317
2883,The Squid and the Whale,11098131,7372734,3725397,2005,0.6643221277528621,0.33567787224713785
2884,The Belko Experiment,11084630,10166820,917810,2017,0.9171997621932352,0.08280023780676486
2885,Promised Land,11039031,7597898,3441133,2012,0.6882758097155448,0.3117241902844552
2886,Head-On,11030861,435395,10595466,2004,0.039470626998200774,0.9605293730017992
2887,Last Night,11027222,99000,10928222,2010,0.008977782436954657,0.9910222175630453
2888,La boda de Valentina,11021794,2783739,8238055,2018,0.2525667781488204,0.7474332218511796
2889,The Loft,11016443,6002684,5013759,2014,0.5448840428802655,0.45511595711973457
2890,Adrenaline Rush: The Science of Risk,11011932,10994028,17904,2002,0.9983741272648614,0.0016258727351385752
2891,Gringo,11001627,4969853,6031774,2018,0.4517380020246096,0.5482619979753903
2892,[REC] 3: Genesis,10998667,9600,10989067,2012,0.0008728330442225408,0.9991271669557774
2893,The Beat That My Heart Skipped,10988397,1023424,9964973,2005,0.09313678783174652,0.9068632121682535
2894,Hyde Park on Hudson,10980481,6376145,4604336,2012,0.5806799356057353,0.41932006439426467
2895,Justin Bieber's Believe,10980157,6206566,4773591,2013,0.5652529376401448,0.43474706235985516
2896,District B13,10976892,1200216,9776676,2004,0.10934023947762263,0.8906597605223774
2897,Friend Request,10975390,3759078,7216312,2016,0.3425006309570776,0.6574993690429224
2898,The Florida Project,10971298,5904366,5066932,2017,0.538164764096281,0.46183523590371894
2899,Extreme Ops,10959475,4842259,6117216,2002,0.441833117006061,0.558166882993939
2900,I Still Believe,10940855,9868521,1072334,2020,0.9019880987363419,0.0980119012636581
2901,Jonah Hex,10903312,10547117,356195,2010,0.9673314860658853,0.0326685139341147
2902,One Chance,10900434,101196,10799238,2013,0.009283667053990695,0.9907163329460094
2903,A Bag of Marbles,10898998,411318,10487680,2017,0.037739065554466565,0.9622609344455334
2904,The Perfect Score,10898337,10391003,507334,2004,0.9534484940225284,0.04655150597747161
2905,The Darkness,10898293,10753574,144719,2016,0.9867209479502891,0.013279052049710905
2906,Lucky Numbers,10890222,10042516,847706,2000,0.9221589789445982,0.0778410210554018
2907,Here on Earth,10873148,10522168,350980,2000,0.9677204798463149,0.03227952015368502
2908,Steamboy,10870198,468867,10401331,2004,0.043133252954545995,0.956866747045454
2909,Only You,10857889,61565,10796324,2015,0.005670070858156682,0.9943299291418434
2910,The Libertine,10852064,4835065,6016999,2005,0.44554335470192585,0.5544566452980741
2911,2.0,10847903,4152000,6695903,2018,0.38274678525425604,0.6172532147457439
2912,I'm Always Here,10836270,1747060,9089210,2004,0.16122337298719946,0.8387766270128005
2913,Danny Collins,10835752,5637066,5198686,2015,0.5202284068516887,0.47977159314831125
2914,Flying Monsters 3D with David Attenborough,10813862,5705874,5107988,2011,0.5276444252756324,0.4723555747243677
2915,Sophie Scholl: The Final Days,10804315,680331,10123984,2005,0.06296845288201983,0.9370315471179802
2916,Carandiru,10781635,216335,10565300,2004,0.02006513854345839,0.9799348614565416
2917,The Great Raid,10769311,10167373,601938,2005,0.9441061735518642,0.05589382644813582
2918,Golden Slumber,10733326,94450,10638876,2018,0.008799695453208073,0.991200304546792
2919,Our Kind of Traitor,10711027,3153157,7557870,2016,0.2943841893032293,0.7056158106967707
2920,Prom,10702246,10130219,572027,2011,0.9465507520570916,0.05344924794290843
2921,The Sessions,10656155,6002451,4653704,2012,0.563284880897472,0.4367151191025281
2922,Red Joan,10647493,1579730,9067763,2018,0.14836638070576802,0.851633619294232
2923,Only God Forgives,10635126,779188,9855938,2013,0.07326551655335348,0.9267344834466466
2924,My Old Lady,10606667,4013786,6592881,2014,0.37842104404710736,0.6215789559528927
2925,Heartbreaker 2010 Re-release,10606371,504030,10102341,2010,0.04752143782260681,0.9524785621773932
2926,First Daughter,10592180,9055921,1536259,2004,0.8549629065971311,0.1450370934028689
2927,Pollock,10558970,8598593,1960377,2000,0.814340129766445,0.18565987023355499
